"TauSxy","nut","alphas","alpha.water","TauFxy","rho","mum","k","psk","psf","p_rgh","alpha.sand","mup","CD","p","alpha.air","gamma","alphaSolInd","epsilon","gradAlphad:0","gradAlphad:1","gradAlphad:2","U:0","U:1","U:2","gradPsf:0","gradPsf:1","gradPsf:2","Wi:0","Wi:1","Wi:2","Wtd:0","Wtd:1","Wtd:2","Wsd:0","Wsd:1","Wsd:2","W:0","W:1","W:2","TauF:0","TauF:1","TauF:2","TauF:3","TauF:4","TauF:5","TauS:0","TauS:1","TauS:2","TauS:3","TauS:4","TauS:5","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.6743e-09,0.00047477,0.0016576,0.99917,1.4843,1000.2,0.0010021,0.0045704,2.7856e-09,0,0.14666,0.00082882,8.5636e-10,1.1885,-843.65,-5.1739e-08,1,1,0.0039598,-1.6603e-25,-1.1406e-09,0,0.82276,2.4636e-08,0,0,0,0,-3.002e-06,-0.055982,0,3.4472e-17,0.056138,0,0,1.2182e-11,0,-3.002e-06,0.0001568,0,5.2112e-07,-1.0422e-06,5.2112e-07,1.4843,0,0,9.3893e-16,-1.8779e-15,9.3893e-16,2.6743e-09,0,0,1,0.086006,0.000306,0.086,0.000306
2.3387e-09,0.00047703,0.0015631,0.99922,1.4667,1000.2,0.001002,0.0045211,2.4358e-09,0,0.13907,0.00078168,7.6151e-10,1.1883,-853.46,-2.985e-07,1,1,0.0038565,-1.3836e-25,-7.6441e-10,0,0.82585,2.3006e-08,0,0,0,0,-3.0314e-06,-0.055989,0,2.8727e-17,0.056145,0,0,1.0596e-11,0,-3.0314e-06,0.00015578,0,5.1476e-07,-1.0295e-06,5.1476e-07,1.4667,0,0,8.2079e-16,-1.6416e-15,8.2079e-16,2.3387e-09,0,0,1,0.087006,0.0003145,0.087,0.0003145
2.0305e-09,0.00047919,0.0014696,0.99927,1.4485,1000.1,0.0010018,0.0044719,2.1156e-09,0,0.13142,0.00073476,6.7259e-10,1.188,-863.27,6.806e-08,1,1,0.003756,-2.9516e-25,-5.1119e-10,0,0.8289,2.1403e-08,0,0,0,0,-3.0602e-06,-0.055996,0,-2.3475e-18,0.056151,0,1.2002e-25,9.1587e-12,0,-3.0602e-06,0.0001546,0,5.0807e-07,-1.0161e-06,5.0807e-07,1.4485,0,0,7.1223e-16,-1.4245e-15,7.1223e-16,2.0305e-09,0,0,1,0.088006,0.000323,0.088,0.000323
1.7523e-09,0.00048124,0.001376,0.99931,1.4313,1000.1,0.0010017,0.0044228,1.825e-09,0,0.12371,0.00068803,5.8985e-10,1.1878,-873.08,-5.7411e-08,1,1,0.0036583,-1.568e-25,-3.4362e-10,0,0.83189,1.9829e-08,0,0,0,0,-3.0882e-06,-0.056003,0,-5.0059e-18,0.056156,0,5.5725e-26,7.8677e-12,0,-3.0882e-06,0.00015233,0,5.0105e-07,-1.0021e-06,5.0105e-07,1.4313,0,0,6.1341e-16,-1.2268e-15,6.1341e-16,1.7523e-09,0,0,1,0.089006,0.0003315,0.089,0.0003315
1.498e-09,0.0004832,0.0012827,0.99936,1.4133,1000.1,0.0010016,0.0043738,1.5605e-09,0,0.11594,0.00064149,5.1276e-10,1.1875,-882.89,-2.8009e-07,1,1,0.0035631,0,-2.3014e-10,0,0.83484,1.8284e-08,0,0,0,0,-3.1156e-06,-0.05601,0,0,0.05616,0,0,6.7026e-12,0,-3.1156e-06,0.00014989,0,4.9375e-07,-9.875e-07,4.9375e-07,1.4133,0,0,5.2334e-16,-1.0467e-15,5.2334e-16,1.498e-09,0,0,1,0.090007,0.00034,0.09,0.00034
1.2681e-09,0.00048507,0.0011903,0.9994,1.3956,1000.1,0.0010015,0.0043248,1.321e-09,0,0.10812,0.00059513,4.4129e-10,1.1873,-892.7,7.9588e-08,1,1,0.0034704,0,-1.5408e-10,0,0.83774,1.6768e-08,0,0,0,0,-3.1422e-06,-0.056017,0,0,0.056165,0,0,5.6562e-12,0,-3.1422e-06,0.00014783,0,4.8614e-07,-9.7228e-07,4.8614e-07,1.3956,0,0,4.4172e-16,-8.8345e-16,4.4172e-16,1.2681e-09,0,0,1,0.091007,0.0003485,0.091,0.0003485
1.0614e-09,0.00048684,0.0010983,0.99945,1.3781,1000.1,0.0010014,0.004276,1.1055e-09,0,0.10025,0.00054895,3.7541e-10,1.187,-902.51,3.7438e-07,1,1,0.0033802,-1.96e-26,-1.035e-10,0,0.84058,1.5282e-08,0,0,0,0,-3.1681e-06,-0.056024,0,4.8716e-17,0.056171,0,3.4252e-26,4.7213e-12,0,-3.1681e-06,0.00014692,0,4.7829e-07,-9.5658e-07,4.7829e-07,1.3781,0,0,3.6837e-16,-7.3675e-16,3.6837e-16,1.0614e-09,0,0,1,0.092007,0.000357,0.092,0.000357
8.7582e-10,0.00048853,0.0010059,0.9995,1.3604,1000.1,0.0010013,0.0042273,9.1231e-10,0,0.092315,0.00050293,3.1494e-10,1.1868,-912.33,1.2441e-08,1,1,0.0032923,0,-6.929e-11,0,0.84339,1.3825e-08,0,0,0,0,-3.1932e-06,-0.056031,0,-4.4453e-17,0.056178,0,2.3542e-26,3.8879e-12,0,-3.1932e-06,0.00014619,0,4.7021e-07,-9.4042e-07,4.7021e-07,1.3604,0,0,3.0272e-16,-6.0545e-16,3.0272e-16,8.7582e-10,0,0,1,0.093007,0.0003655,0.093,0.0003655
7.1155e-10,0.00049012,0.00091411,0.99954,1.3428,1000.1,0.0010011,0.0041788,7.4116e-10,0,0.08432,0.00045705,2.6007e-10,1.1865,-922.14,6.6177e-09,1,1,0.0032066,-1.7294e-27,-4.6432e-11,0,0.84615,1.2399e-08,0,0,0,0,-3.2177e-06,-0.056039,0,-2.8242e-17,0.056183,0,0,3.1536e-12,0,-3.2177e-06,0.00014438,0,4.6191e-07,-9.2381e-07,4.6191e-07,1.3428,0,0,2.4477e-16,-4.8954e-16,2.4477e-16,7.1155e-10,0,0,1,0.094007,0.000374,0.094,0.000374
5.6737e-10,0.00049162,0.00082248,0.99959,1.3252,1000.1,0.001001,0.0041303,5.9097e-10,0,0.07626,0.00041131,2.1075e-10,1.1863,-931.95,-1.3e-07,1,1,0.0031231,-4.6119e-27,-3.1186e-11,0,0.84886,1.1003e-08,0,0,0,0,-3.2414e-06,-0.056046,0,-7.5315e-17,0.056187,0,0,2.512e-12,0,-3.2414e-06,0.000141,0,4.534e-07,-9.068e-07,4.534e-07,1.3252,0,0,1.9414e-16,-3.8828e-16,1.9414e-16,5.6737e-10,0,0,1,0.095007,0.0003825,0.095,0.0003825
4.4136e-10,0.00049303,0.00073142,0.99963,1.3074,1000.1,0.0010009,0.004082,4.5976e-10,0,0.06814,0.00036569,1.6665e-10,1.1861,-941.76,4.8235e-08,1,1,0.0030417,0,-2.0835e-11,0,0.85153,9.6365e-09,0,0,0,0,-3.2645e-06,-0.056052,0,0,0.05619,0,0,1.9533e-12,0,-3.2645e-06,0.00013706,0,4.4467e-07,-8.8934e-07,4.4467e-07,1.3074,0,0,1.5013e-16,-3.0026e-16,1.5013e-16,4.4136e-10,0,0,1,0.096007,0.000391,0.096,0.000391
3.3302e-10,0.00049435,0.00064062,0.99968,1.2895,1000.1,0.0010008,0.0040338,3.4697e-10,0,0.05996,0.00032021,1.2783e-10,1.1858,-951.57,2.0338e-07,1,1,0.0029624,-2.45e-27,-1.4e-11,0,0.85415,8.3015e-09,0,0,0,0,-3.2868e-06,-0.056059,0,-8.0584e-17,0.056195,0,5.5525e-27,1.4741e-12,0,-3.2868e-06,0.00013527,0,4.3571e-07,-8.7141e-07,4.3571e-07,1.2895,0,0,1.1254e-16,-2.2508e-16,1.1254e-16,3.3302e-10,0,0,1,0.097007,0.0003995,0.097,0.0003995
2.4144e-10,0.00049559,0.00054968,0.99973,1.2723,1000.1,0.0010007,0.0039858,2.5147e-10,0,0.051719,0.00027485,9.4165e-11,1.1856,-961.38,-2.9853e-08,1,1,0.002885,0,-9.3923e-12,0,0.85674,6.9973e-09,0,0,0,0,-3.3084e-06,-0.056066,0,-1.1045e-16,0.056202,0,4.7571e-27,1.069e-12,0,-3.3084e-06,0.00013529,0,4.2656e-07,-8.5312e-07,4.2656e-07,1.2723,0,0,8.0963e-17,-1.6193e-16,8.0963e-17,2.4144e-10,0,0,1,0.098007,0.000408,0.098,0.000408
1.6535e-10,0.00049674,0.00045925,0.99977,1.2545,1000,0.0010006,0.0039379,1.7224e-10,0,0.043415,0.00022961,6.5576e-11,1.1853,-971.19,4.0679e-08,1,1,0.0028096,0,-6.2791e-12,0,0.85928,5.7231e-09,0,0,0,0,-3.3294e-06,-0.056073,0,-1.1047e-17,0.056209,0,4.7579e-28,7.3301e-13,0,-3.3294e-06,0.00013615,0,4.1757e-07,-8.3514e-07,4.1757e-07,1.2545,0,0,5.5042e-17,-1.1008e-16,5.5042e-17,1.6535e-10,0,0,1,0.099007,0.0004165,0.099,0.0004165
1.0536e-10,0.00049781,0.00036884,0.99982,1.2369,1000,0.0010005,0.0038901,1.0975e-10,0,0.035035,0.00018443,4.2458e-11,1.1851,-981,-1.8677e-08,1,1,0.002736,-1.225e-27,-4.2096e-12,0,0.86178,4.4782e-09,0,0,0,0,-3.3496e-06,-0.05608,0,-1.8845e-16,0.056211,0,2.0348e-27,4.6785e-13,0,-3.3496e-06,0.00013064,0,4.1002e-07,-8.2005e-07,4.1002e-07,1.2369,0,0,3.4921e-17,-6.9843e-17,3.4921e-17,1.0536e-10,0,0,1,0.10001,0.000425,0.1,0.000425
